,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Stay_at_home
133,Alaska,US,2/12/2020,0,0,0
134,Alaska,US,2/13/2020,0,0,0
135,Alaska,US,2/14/2020,0,0,0
136,Alaska,US,2/15/2020,0,0,0
137,Alaska,US,2/16/2020,0,0,0
138,Alaska,US,2/17/2020,0,0,0
139,Alaska,US,2/18/2020,0,0,0
140,Alaska,US,2/19/2020,0,0,0
141,Alaska,US,2/20/2020,0,0,0
142,Alaska,US,2/21/2020,0,0,0
143,Alaska,US,2/22/2020,0,0,0
144,Alaska,US,2/23/2020,0,0,0
145,Alaska,US,2/24/2020,0,0,0
146,Alaska,US,2/25/2020,0,0,0
147,Alaska,US,2/26/2020,0,0,0
148,Alaska,US,2/27/2020,0,0,0
149,Alaska,US,2/28/2020,0,0,0
150,Alaska,US,2/29/2020,0,0,0
151,Alaska,US,3/1/2020,0,0,0
152,Alaska,US,3/2/2020,0,0,0
153,Alaska,US,3/3/2020,0,0,0
154,Alaska,US,3/4/2020,0,0,0
155,Alaska,US,3/5/2020,0,0,0
156,Alaska,US,3/6/2020,0,0,0
157,Alaska,US,3/7/2020,0,0,0
158,Alaska,US,3/8/2020,0,0,0
159,Alaska,US,3/9/2020,0,0,0
160,Alaska,US,3/10/2020,0,0,0
161,Alaska,US,3/11/2020,0,0,0
162,Alaska,US,3/12/2020,0,0,0
163,Alaska,US,3/13/2020,1,0,0
164,Alaska,US,3/14/2020,1,0,0
165,Alaska,US,3/15/2020,1,0,0
166,Alaska,US,3/16/2020,1,0,0
167,Alaska,US,3/17/2020,3,0,0
168,Alaska,US,3/18/2020,5,0,0
169,Alaska,US,3/19/2020,8,0,0
170,Alaska,US,3/20/2020,11,0,0
171,Alaska,US,3/21/2020,13,0,0
172,Alaska,US,3/22/2020,18,0,0
173,Alaska,US,3/23/2020,30,0,0
174,Alaska,US,3/24/2020,34,0,0
175,Alaska,US,3/25/2020,41,1,0
176,Alaska,US,3/26/2020,56,1,0
177,Alaska,US,3/27/2020,58,1,0
178,Alaska,US,3/28/2020,85,2,1
179,Alaska,US,3/29/2020,102,2,1
180,Alaska,US,3/30/2020,114,3,1
181,Alaska,US,3/31/2020,119,3,1
182,Alaska,US,4/1/2020,132,3,1
183,Alaska,US,4/2/2020,143,3,1
184,Alaska,US,4/3/2020,157,3,1
185,Alaska,US,4/4/2020,171,5,1
186,Alaska,US,4/5/2020,185,6,1
187,Alaska,US,4/6/2020,190,6,1
188,Alaska,US,4/7/2020,213,6,1
189,Alaska,US,4/8/2020,226,7,1
190,Alaska,US,4/9/2020,235,7,1
191,Alaska,US,4/10/2020,246,7,1
192,Alaska,US,4/11/2020,257,8,1
193,Alaska,US,4/12/2020,272,8,1
194,Alaska,US,4/13/2020,277,8,1
195,Alaska,US,4/14/2020,285,9,1
196,Alaska,US,4/15/2020,293,9,1
197,Alaska,US,4/16/2020,300,9,1
198,Alaska,US,4/17/2020,309,9,1
199,Alaska,US,4/18/2020,314,9,1
200,Alaska,US,4/19/2020,319,9,1
201,Alaska,US,4/20/2020,321,9,1
202,Alaska,US,4/21/2020,329,9,1
203,Alaska,US,4/22/2020,335,9,1
204,Alaska,US,4/23/2020,337,9,1
205,Alaska,US,4/24/2020,339,9,0
206,Alaska,US,4/25/2020,339,9,0
207,Alaska,US,4/26/2020,340,9,0
336,Arizona,US,1/22/2020,0,0,0
337,Arizona,US,1/23/2020,0,0,0
338,Arizona,US,1/24/2020,0,0,0
339,Arizona,US,1/25/2020,0,0,0
340,Arizona,US,1/26/2020,1,0,0
341,Arizona,US,1/27/2020,1,0,0
342,Arizona,US,1/28/2020,1,0,0
343,Arizona,US,1/29/2020,1,0,0
344,Arizona,US,1/30/2020,1,0,0
345,Arizona,US,1/31/2020,1,0,0
346,Arizona,US,2/1/2020,1,0,0
347,Arizona,US,2/2/2020,1,0,0
348,Arizona,US,2/3/2020,1,0,0
349,Arizona,US,2/4/2020,1,0,0
350,Arizona,US,2/5/2020,1,0,0
351,Arizona,US,2/6/2020,1,0,0
352,Arizona,US,2/7/2020,1,0,0
353,Arizona,US,2/8/2020,1,0,0
354,Arizona,US,2/9/2020,1,0,0
355,Arizona,US,2/10/2020,1,0,0
356,Arizona,US,2/11/2020,1,0,0
357,Arizona,US,2/12/2020,1,0,0
358,Arizona,US,2/13/2020,1,0,0
359,Arizona,US,2/14/2020,1,0,0
360,Arizona,US,2/15/2020,1,0,0
361,Arizona,US,2/16/2020,1,0,0
362,Arizona,US,2/17/2020,1,0,0
363,Arizona,US,2/18/2020,1,0,0
364,Arizona,US,2/19/2020,1,0,0
365,Arizona,US,2/20/2020,1,0,0
366,Arizona,US,2/21/2020,1,0,0
367,Arizona,US,2/22/2020,1,0,0
368,Arizona,US,2/23/2020,1,0,0
369,Arizona,US,2/24/2020,1,0,0
370,Arizona,US,2/25/2020,1,0,0
371,Arizona,US,2/26/2020,1,0,0
372,Arizona,US,2/27/2020,1,0,0
373,Arizona,US,2/28/2020,1,0,0
374,Arizona,US,2/29/2020,1,0,0
375,Arizona,US,3/1/2020,1,0,0
376,Arizona,US,3/2/2020,1,0,0
377,Arizona,US,3/3/2020,1,0,0
378,Arizona,US,3/4/2020,1,0,0
379,Arizona,US,3/5/2020,1,0,0
380,Arizona,US,3/6/2020,2,0,0
381,Arizona,US,3/7/2020,4,0,0
382,Arizona,US,3/8/2020,4,0,0
383,Arizona,US,3/9/2020,4,0,0
384,Arizona,US,3/10/2020,6,0,0
385,Arizona,US,3/11/2020,9,0,0
386,Arizona,US,3/12/2020,9,0,0
387,Arizona,US,3/13/2020,9,0,0
388,Arizona,US,3/14/2020,12,0,0
389,Arizona,US,3/15/2020,12,0,0
390,Arizona,US,3/16/2020,18,0,0
391,Arizona,US,3/17/2020,20,0,0
392,Arizona,US,3/18/2020,27,0,0
393,Arizona,US,3/19/2020,45,0,0
394,Arizona,US,3/20/2020,68,0,0
395,Arizona,US,3/21/2020,104,1,0
396,Arizona,US,3/22/2020,152,2,0
397,Arizona,US,3/23/2020,235,2,0
398,Arizona,US,3/24/2020,326,5,0
399,Arizona,US,3/25/2020,401,6,0
400,Arizona,US,3/26/2020,508,8,0
401,Arizona,US,3/27/2020,665,13,0
402,Arizona,US,3/28/2020,773,15,0
403,Arizona,US,3/29/2020,919,17,0
404,Arizona,US,3/30/2020,1157,20,0
405,Arizona,US,3/31/2020,1289,25,1
406,Arizona,US,4/1/2020,1413,32,1
407,Arizona,US,4/2/2020,1596,35,1
408,Arizona,US,4/3/2020,1769,44,1
409,Arizona,US,4/4/2020,2019,52,1
410,Arizona,US,4/5/2020,2269,64,1
411,Arizona,US,4/6/2020,2460,65,1
412,Arizona,US,4/7/2020,2575,73,1
413,Arizona,US,4/8/2020,2726,89,1
414,Arizona,US,4/9/2020,3018,98,1
415,Arizona,US,4/10/2020,3112,106,1
416,Arizona,US,4/11/2020,3393,117,1
417,Arizona,US,4/12/2020,3542,125,1
418,Arizona,US,4/13/2020,3705,132,1
419,Arizona,US,4/14/2020,3809,143,1
420,Arizona,US,4/15/2020,3964,155,1
421,Arizona,US,4/16/2020,4237,164,1
422,Arizona,US,4/17/2020,4511,183,1
423,Arizona,US,4/18/2020,4724,180,1
424,Arizona,US,4/19/2020,4933,184,1
425,Arizona,US,4/20/2020,5068,191,1
426,Arizona,US,4/21/2020,5256,208,1
427,Arizona,US,4/22/2020,5473,231,1
428,Arizona,US,4/23/2020,5772,249,1
429,Arizona,US,4/24/2020,6045,266,1
430,Arizona,US,4/25/2020,6286,273,1
431,Arizona,US,4/26/2020,6534,275,1
448,Arkansas,US,1/22/2020,0,0,0
449,Arkansas,US,1/23/2020,0,0,0
450,Arkansas,US,1/24/2020,0,0,0
451,Arkansas,US,1/25/2020,0,0,0
452,Arkansas,US,1/26/2020,0,0,0
453,Arkansas,US,1/27/2020,0,0,0
454,Arkansas,US,1/28/2020,0,0,0
455,Arkansas,US,1/29/2020,0,0,0
456,Arkansas,US,1/30/2020,0,0,0
457,Arkansas,US,1/31/2020,0,0,0
458,Arkansas,US,2/1/2020,0,0,0
459,Arkansas,US,2/2/2020,0,0,0
460,Arkansas,US,2/3/2020,0,0,0
461,Arkansas,US,2/4/2020,0,0,0
462,Arkansas,US,2/5/2020,0,0,0
463,Arkansas,US,2/6/2020,0,0,0
464,Arkansas,US,2/7/2020,0,0,0
465,Arkansas,US,2/8/2020,0,0,0
466,Arkansas,US,2/9/2020,0,0,0
467,Arkansas,US,2/10/2020,0,0,0
468,Arkansas,US,2/11/2020,0,0,0
469,Arkansas,US,2/12/2020,0,0,0
470,Arkansas,US,2/13/2020,0,0,0
471,Arkansas,US,2/14/2020,0,0,0
472,Arkansas,US,2/15/2020,0,0,0
473,Arkansas,US,2/16/2020,0,0,0
474,Arkansas,US,2/17/2020,0,0,0
475,Arkansas,US,2/18/2020,0,0,0
476,Arkansas,US,2/19/2020,0,0,0
477,Arkansas,US,2/20/2020,0,0,0
478,Arkansas,US,2/21/2020,0,0,0
479,Arkansas,US,2/22/2020,0,0,0
480,Arkansas,US,2/23/2020,0,0,0
481,Arkansas,US,2/24/2020,0,0,0
482,Arkansas,US,2/25/2020,0,0,0
483,Arkansas,US,2/26/2020,0,0,0
484,Arkansas,US,2/27/2020,0,0,0
485,Arkansas,US,2/28/2020,0,0,0
486,Arkansas,US,2/29/2020,0,0,0
487,Arkansas,US,3/1/2020,0,0,0
488,Arkansas,US,3/2/2020,0,0,0
489,Arkansas,US,3/3/2020,0,0,0
490,Arkansas,US,3/4/2020,0,0,0
491,Arkansas,US,3/5/2020,0,0,0
492,Arkansas,US,3/6/2020,0,0,0
493,Arkansas,US,3/7/2020,0,0,0
494,Arkansas,US,3/8/2020,0,0,0
495,Arkansas,US,3/9/2020,0,0,0
496,Arkansas,US,3/10/2020,0,0,0
497,Arkansas,US,3/11/2020,0,0,0
498,Arkansas,US,3/12/2020,0,0,0
499,Arkansas,US,3/13/2020,9,0,0
500,Arkansas,US,3/14/2020,12,0,0
501,Arkansas,US,3/15/2020,3,0,0
502,Arkansas,US,3/16/2020,3,0,0
503,Arkansas,US,3/17/2020,3,0,0
504,Arkansas,US,3/18/2020,4,0,0
505,Arkansas,US,3/19/2020,62,0,0
506,Arkansas,US,3/20/2020,100,0,0
507,Arkansas,US,3/21/2020,122,0,0
508,Arkansas,US,3/22/2020,165,0,0
509,Arkansas,US,3/23/2020,192,0,0
510,Arkansas,US,3/24/2020,219,2,0
511,Arkansas,US,3/25/2020,280,2,0
512,Arkansas,US,3/26/2020,335,2,0
513,Arkansas,US,3/27/2020,381,3,0
514,Arkansas,US,3/28/2020,409,5,0
515,Arkansas,US,3/29/2020,426,6,0
516,Arkansas,US,3/30/2020,473,7,0
517,Arkansas,US,3/31/2020,523,8,0
518,Arkansas,US,4/1/2020,584,10,0
519,Arkansas,US,4/2/2020,643,12,0
520,Arkansas,US,4/3/2020,704,12,0
521,Arkansas,US,4/4/2020,743,14,0
522,Arkansas,US,4/5/2020,837,16,0
523,Arkansas,US,4/6/2020,875,16,0
524,Arkansas,US,4/7/2020,946,18,0
525,Arkansas,US,4/8/2020,1000,18,0
526,Arkansas,US,4/9/2020,1119,21,0
527,Arkansas,US,4/10/2020,1171,21,0
528,Arkansas,US,4/11/2020,1228,25,0
529,Arkansas,US,4/12/2020,1280,27,0
530,Arkansas,US,4/13/2020,1410,29,0
531,Arkansas,US,4/14/2020,1498,32,0
532,Arkansas,US,4/15/2020,1569,33,0
533,Arkansas,US,4/16/2020,1620,37,0
534,Arkansas,US,4/17/2020,1695,37,0
535,Arkansas,US,4/18/2020,1744,38,0
536,Arkansas,US,4/19/2020,1781,39,0
537,Arkansas,US,4/20/2020,1973,41,0
538,Arkansas,US,4/21/2020,1990,42,0
539,Arkansas,US,4/22/2020,2276,42,0
540,Arkansas,US,4/23/2020,2599,45,0
541,Arkansas,US,4/24/2020,2810,47,0
542,Arkansas,US,4/25/2020,2911,48,0
543,Arkansas,US,4/26/2020,3001,51,0
560,California,US,1/22/2020,0,0,0
561,California,US,1/23/2020,0,0,0
562,California,US,1/24/2020,0,0,0
563,California,US,1/25/2020,0,0,0
564,California,US,1/26/2020,2,0,0
565,California,US,1/27/2020,2,0,0
566,California,US,1/28/2020,2,0,0
567,California,US,1/29/2020,2,0,0
568,California,US,1/30/2020,2,0,0
569,California,US,1/31/2020,3,0,0
570,California,US,2/1/2020,3,0,0
571,California,US,2/2/2020,3,0,0
572,California,US,2/3/2020,6,0,0
573,California,US,2/4/2020,6,0,0
574,California,US,2/5/2020,6,0,0
575,California,US,2/6/2020,6,0,0
576,California,US,2/7/2020,6,0,0
577,California,US,2/8/2020,6,0,0
578,California,US,2/9/2020,6,0,0
579,California,US,2/10/2020,6,0,0
580,California,US,2/11/2020,7,0,0
581,California,US,2/12/2020,7,0,0
582,California,US,2/13/2020,8,0,0
583,California,US,2/14/2020,8,0,0
584,California,US,2/15/2020,8,0,0
585,California,US,2/16/2020,8,0,0
586,California,US,2/17/2020,8,0,0
587,California,US,2/18/2020,8,0,0
588,California,US,2/19/2020,8,0,0
589,California,US,2/20/2020,8,0,0
590,California,US,2/21/2020,10,0,0
591,California,US,2/22/2020,10,0,0
592,California,US,2/23/2020,10,0,0
593,California,US,2/24/2020,10,0,0
594,California,US,2/25/2020,10,0,0
595,California,US,2/26/2020,10,0,0
596,California,US,2/27/2020,11,0,0
597,California,US,2/28/2020,11,0,0
598,California,US,2/29/2020,12,0,0
599,California,US,3/1/2020,12,0,0
600,California,US,3/2/2020,21,0,0
601,California,US,3/3/2020,25,0,0
602,California,US,3/4/2020,35,1,0
603,California,US,3/5/2020,51,1,0
604,California,US,3/6/2020,59,1,0
605,California,US,3/7/2020,81,1,0
606,California,US,3/8/2020,95,1,0
607,California,US,3/9/2020,101,1,0
608,California,US,3/10/2020,144,2,0
609,California,US,3/11/2020,178,4,0
610,California,US,3/12/2020,221,4,0
611,California,US,3/13/2020,281,4,0
612,California,US,3/14/2020,372,3,0
613,California,US,3/15/2020,373,5,0
614,California,US,3/16/2020,557,7,0
615,California,US,3/17/2020,700,12,0
616,California,US,3/18/2020,828,16,0
617,California,US,3/19/2020,1005,18,1
618,California,US,3/20/2020,1243,24,1
619,California,US,3/21/2020,1405,25,1
620,California,US,3/22/2020,1646,30,1
621,California,US,3/23/2020,2108,39,1
622,California,US,3/24/2020,2538,50,1
623,California,US,3/25/2020,2998,65,1
624,California,US,3/26/2020,3899,81,1
625,California,US,3/27/2020,4657,94,1
626,California,US,3/28/2020,5095,110,1
627,California,US,3/29/2020,5852,124,1
628,California,US,3/30/2020,7138,146,1
629,California,US,3/31/2020,8210,173,1
630,California,US,4/1/2020,9399,199,1
631,California,US,4/2/2020,10773,238,1
632,California,US,4/3/2020,12004,265,1
633,California,US,4/4/2020,12837,289,1
634,California,US,4/5/2020,15034,348,1
635,California,US,4/6/2020,16019,380,1
636,California,US,4/7/2020,17351,432,1
637,California,US,4/8/2020,18897,495,1
638,California,US,4/9/2020,19710,544,1
639,California,US,4/10/2020,21081,583,1
640,California,US,4/11/2020,21706,604,1
641,California,US,4/12/2020,22795,640,1
642,California,US,4/13/2020,23931,714,1
643,California,US,4/14/2020,25356,767,1
644,California,US,4/15/2020,26686,860,1
645,California,US,4/16/2020,27677,956,1
646,California,US,4/17/2020,29157,1037,1
647,California,US,4/18/2020,30491,1140,1
648,California,US,4/19/2020,31431,1177,1
649,California,US,4/20/2020,33686,1225,1
650,California,US,4/21/2020,35465,1282,1
651,California,US,4/22/2020,37344,1421,1
652,California,US,4/23/2020,39561,1533,1
653,California,US,4/24/2020,41355,1621,1
654,California,US,4/25/2020,42368,1689,1
655,California,US,4/26/2020,43558,1725,1
672,Colorado,US,1/22/2020,0,0,0
673,Colorado,US,1/23/2020,0,0,0
674,Colorado,US,1/24/2020,0,0,0
675,Colorado,US,1/25/2020,0,0,0
676,Colorado,US,1/26/2020,0,0,0
677,Colorado,US,1/27/2020,0,0,0
678,Colorado,US,1/28/2020,0,0,0
679,Colorado,US,1/29/2020,0,0,0
680,Colorado,US,1/30/2020,0,0,0
681,Colorado,US,1/31/2020,0,0,0
682,Colorado,US,2/1/2020,0,0,0
683,Colorado,US,2/2/2020,0,0,0
684,Colorado,US,2/3/2020,0,0,0
685,Colorado,US,2/4/2020,0,0,0
686,Colorado,US,2/5/2020,0,0,0
687,Colorado,US,2/6/2020,0,0,0
688,Colorado,US,2/7/2020,0,0,0
689,Colorado,US,2/8/2020,0,0,0
690,Colorado,US,2/9/2020,0,0,0
691,Colorado,US,2/10/2020,0,0,0
692,Colorado,US,2/11/2020,0,0,0
693,Colorado,US,2/12/2020,0,0,0
694,Colorado,US,2/13/2020,0,0,0
695,Colorado,US,2/14/2020,0,0,0
696,Colorado,US,2/15/2020,0,0,0
697,Colorado,US,2/16/2020,0,0,0
698,Colorado,US,2/17/2020,0,0,0
699,Colorado,US,2/18/2020,0,0,0
700,Colorado,US,2/19/2020,0,0,0
701,Colorado,US,2/20/2020,0,0,0
702,Colorado,US,2/21/2020,0,0,0
703,Colorado,US,2/22/2020,0,0,0
704,Colorado,US,2/23/2020,0,0,0
705,Colorado,US,2/24/2020,0,0,0
706,Colorado,US,2/25/2020,0,0,0
707,Colorado,US,2/26/2020,0,0,0
708,Colorado,US,2/27/2020,0,0,0
709,Colorado,US,2/28/2020,0,0,0
710,Colorado,US,2/29/2020,0,0,0
711,Colorado,US,3/1/2020,0,0,0
712,Colorado,US,3/2/2020,0,0,0
713,Colorado,US,3/3/2020,0,0,0
714,Colorado,US,3/4/2020,0,0,0
715,Colorado,US,3/5/2020,0,0,0
716,Colorado,US,3/6/2020,3,0,0
717,Colorado,US,3/7/2020,7,0,0
718,Colorado,US,3/8/2020,7,0,0
719,Colorado,US,3/9/2020,7,0,0
720,Colorado,US,3/10/2020,14,0,0
721,Colorado,US,3/11/2020,30,0,0
722,Colorado,US,3/12/2020,45,0,0
723,Colorado,US,3/13/2020,76,1,0
724,Colorado,US,3/14/2020,101,0,0
725,Colorado,US,3/15/2020,99,1,0
726,Colorado,US,3/16/2020,132,1,0
727,Colorado,US,3/17/2020,167,2,0
728,Colorado,US,3/18/2020,218,2,0
729,Colorado,US,3/19/2020,277,4,0
730,Colorado,US,3/20/2020,363,4,0
731,Colorado,US,3/21/2020,475,6,0
732,Colorado,US,3/22/2020,591,6,0
733,Colorado,US,3/23/2020,704,7,0
734,Colorado,US,3/24/2020,723,8,0
735,Colorado,US,3/25/2020,1021,16,0
736,Colorado,US,3/26/2020,1430,19,1
737,Colorado,US,3/27/2020,1433,27,1
738,Colorado,US,3/28/2020,1740,31,1
739,Colorado,US,3/29/2020,2307,47,1
740,Colorado,US,3/30/2020,2311,47,1
741,Colorado,US,3/31/2020,2966,69,1
742,Colorado,US,4/1/2020,2982,69,1
743,Colorado,US,4/2/2020,3342,80,1
744,Colorado,US,4/3/2020,3742,97,1
745,Colorado,US,4/4/2020,4188,111,1
746,Colorado,US,4/5/2020,4950,140,1
747,Colorado,US,4/6/2020,5183,150,1
748,Colorado,US,4/7/2020,5429,179,1
749,Colorado,US,4/8/2020,5655,193,1
750,Colorado,US,4/9/2020,5655,193,1
751,Colorado,US,4/10/2020,6202,226,1
752,Colorado,US,4/11/2020,6513,250,1
753,Colorado,US,4/12/2020,7307,289,1
754,Colorado,US,4/13/2020,7691,306,1
755,Colorado,US,4/14/2020,7950,327,1
756,Colorado,US,4/15/2020,7956,328,1
757,Colorado,US,4/16/2020,8286,355,1
758,Colorado,US,4/17/2020,8691,372,1
759,Colorado,US,4/18/2020,9047,389,1
760,Colorado,US,4/19/2020,9730,420,1
761,Colorado,US,4/20/2020,9730,420,1
762,Colorado,US,4/21/2020,10473,483,1
763,Colorado,US,4/22/2020,10891,506,1
764,Colorado,US,4/23/2020,11278,552,1
765,Colorado,US,4/24/2020,12256,674,1
766,Colorado,US,4/25/2020,12968,684,1
767,Colorado,US,4/26/2020,13441,688,0
784,Connecticut,US,1/22/2020,0,0,0
785,Connecticut,US,1/23/2020,0,0,0
786,Connecticut,US,1/24/2020,0,0,0
787,Connecticut,US,1/25/2020,0,0,0
788,Connecticut,US,1/26/2020,0,0,0
789,Connecticut,US,1/27/2020,0,0,0
790,Connecticut,US,1/28/2020,0,0,0
791,Connecticut,US,1/29/2020,0,0,0
792,Connecticut,US,1/30/2020,0,0,0
793,Connecticut,US,1/31/2020,0,0,0
794,Connecticut,US,2/1/2020,0,0,0
795,Connecticut,US,2/2/2020,0,0,0
796,Connecticut,US,2/3/2020,0,0,0
797,Connecticut,US,2/4/2020,0,0,0
798,Connecticut,US,2/5/2020,0,0,0
799,Connecticut,US,2/6/2020,0,0,0
800,Connecticut,US,2/7/2020,0,0,0
801,Connecticut,US,2/8/2020,0,0,0
802,Connecticut,US,2/9/2020,0,0,0
803,Connecticut,US,2/10/2020,0,0,0
804,Connecticut,US,2/11/2020,0,0,0
805,Connecticut,US,2/12/2020,0,0,0
806,Connecticut,US,2/13/2020,0,0,0
807,Connecticut,US,2/14/2020,0,0,0
808,Connecticut,US,2/15/2020,0,0,0
809,Connecticut,US,2/16/2020,0,0,0
810,Connecticut,US,2/17/2020,0,0,0
811,Connecticut,US,2/18/2020,0,0,0
812,Connecticut,US,2/19/2020,0,0,0
813,Connecticut,US,2/20/2020,0,0,0
814,Connecticut,US,2/21/2020,0,0,0
815,Connecticut,US,2/22/2020,0,0,0
816,Connecticut,US,2/23/2020,0,0,0
817,Connecticut,US,2/24/2020,0,0,0
818,Connecticut,US,2/25/2020,0,0,0
819,Connecticut,US,2/26/2020,0,0,0
820,Connecticut,US,2/27/2020,0,0,0
821,Connecticut,US,2/28/2020,0,0,0
822,Connecticut,US,2/29/2020,0,0,0
823,Connecticut,US,3/1/2020,0,0,0
824,Connecticut,US,3/2/2020,0,0,0
825,Connecticut,US,3/3/2020,0,0,0
826,Connecticut,US,3/4/2020,0,0,0
827,Connecticut,US,3/5/2020,0,0,0
828,Connecticut,US,3/6/2020,0,0,0
829,Connecticut,US,3/7/2020,0,0,0
830,Connecticut,US,3/8/2020,0,0,0
831,Connecticut,US,3/9/2020,0,0,0
832,Connecticut,US,3/10/2020,1,0,0
833,Connecticut,US,3/11/2020,3,0,0
834,Connecticut,US,3/12/2020,5,0,0
835,Connecticut,US,3/13/2020,11,0,0
836,Connecticut,US,3/14/2020,23,0,0
837,Connecticut,US,3/15/2020,24,0,0
838,Connecticut,US,3/16/2020,41,0,0
839,Connecticut,US,3/17/2020,68,0,0
